SD_SUB_SYSTEM,Discipline_Name,ITEM_Tag_NO,ITEM_Type_Code,HP_Priority,HP_Description,HP_Location
2000-05,IN,FT-2476(FT),Instrument(FT),,Hold (Matrial Shortage),
3000-01,IN,FT-3020(FT),Instrument(FT),,Hold (Matrial Shortage),
3000-03,IN,FT-3169(FT),Instrument(FT),,Hold (Matrial Shortage),
1000-03,IN,FT-7101(FT),Instrument(FT),,Hold (Matrial Shortage),
4000-02,IN,FT-7129(FT),Instrument(FT),,Hold (Matrial Shortage),
4000-02,IN,FT-7134(FT),Instrument(FT),,Hold (Matrial Shortage),
4000-06,IN,FT-7501(FT),Instrument(FT),,Hold (Matrial Shortage),
4000-08,IN,FT-8002(FT),Instrument(FT),,Hold (Matrial Shortage),
4000-08,IN,FT-8003(FT),Instrument(FT),,Hold (Matrial Shortage),
4000-08,IN,FT-8004(FT),Instrument(FT),,Hold (Matrial Shortage),
4000-08,IN,FT-8005(FT),Instrument(FT),,Hold (Matrial Shortage),
4000-08,IN,FT-8006(FT),Instrument(FT),,Hold (Matrial Shortage),
4000-08,IN,FT-8012(FT),Instrument(FT),,Hold (Matrial Shortage),
4000-08,IN,FT-8013(FT),Instrument(FT),,Hold (Matrial Shortage),
4000-08,IN,FT-8014(FT),Instrument(FT),,Hold (Matrial Shortage),
3000-04,IN,FV-2079(FV),Instrument(FV),,Hold (Matrial Shortage),
4000-08,IN,FV-8003(FV),Instrument(FV),,Hold (Matrial Shortage),
3000-03,IN,FX-3167,SIGNAL,,After Energization The control Room (Hold Sequence),
2000-03,IN,FY-2007A,SIGNAL,,After Energization The control Room (Hold Sequence),
2000-03,IN,FY-2007B,SIGNAL,,After Energization The control Room (Hold Sequence),
2000-03,IN,FY-2007C,SIGNAL,,After Energization The control Room (Hold Sequence),
2000-01,IN,FY-2072A,SIGNAL,,After Energization The control Room (Hold Sequence),
2000-01,IN,FY-2072B,SIGNAL,,After Energization The control Room (Hold Sequence),
4000-02,IN,FY-2072C,SIGNAL,,After Energization The control Room (Hold Sequence),
5000-05,IN,FY-6057A,SIGNAL,,After Energization The control Room (Hold Sequence),
5000-05,IN,FY-6057B,SIGNAL,,After Energization The control Room (Hold Sequence),
5000-05,IN,FY-6057C,SIGNAL,,After Energization The control Room (Hold Sequence),
1000-03,IN,FY-6070A,SIGNAL,,After Energization The control Room (Hold Sequence),
1000-03,IN,FY-6070B,SIGNAL,,After Energization The control Room (Hold Sequence),
1000-01,IN,FY-6070C,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G1-ALM-01,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G1-ALM-02,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G1-ALM-03,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G1-ALM-04,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G1-ALM-05,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G1-ALM-06,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G1-ALM-07,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G1-ALM-08,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G1-ALM-09,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G1-ALM-10,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G1-ALM-11,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G1-ALM-12,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G1-ALM-13,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G1-ALM-14,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G1-ALM-15,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G1-ALM-16,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G2-ALM-01,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G2-ALM-02,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G2-ALM-03,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G2-ALM-04,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G2-ALM-05,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G2-ALM-06,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G2-ALM-07,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G2-ALM-08,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G2-ALM-09,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G2-ALM-10,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G2-ALM-11,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G2-ALM-12,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G2-ALM-13,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G2-ALM-14,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G3-ALM-01,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G3-ALM-02,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G3-ALM-03,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G3-ALM-04,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G3-ALM-05,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G3-ALM-06,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G3-ALM-07,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G3-ALM-08,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G3-ALM-09,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G3-ALM-10,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G3-ALM-11,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G3-ALM-12,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G3-ALM-13,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G3-ALM-14,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G4-ALM-01,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G4-ALM-02,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G4-ALM-03,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G4-ALM-04,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G4-ALM-05,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G4-ALM-06,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G4-ALM-07,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G4-ALM-08,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G4-ALM-09,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G4-ALM-10,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G4-ALM-11,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G4-ALM-12,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G4-ALM-13,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,G4-ALM-14,SIGNAL,,After Energization The control Room (Hold Sequence),
3000-01,IN,HIC-30165,SIGNAL,,After Energization The control Room (Hold Sequence),
3000-01,IN,HIC-30168,SIGNAL,,After Energization The control Room (Hold Sequence),
3000-01,IN,HIC-30170,SIGNAL,,After Energization The control Room (Hold Sequence),
3000-01,IN,HIC-30185,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,HS-0001,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,HS-0003,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,HS-1220,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,HS-2000,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,HS-2001,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,HS-2002,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,HS-2010,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,HS-2012,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,HS-2014,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,HS-2016,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,HS-2021,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,HS-2040,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,HS-2093,SIGNAL,,After Energization The control Room (Hold Sequence),
2000-05,IN,HS-2551,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,HS-3003,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,HS-3041,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,HS-3073,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,HS-3074,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,HS-5004,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,HS-5062,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,HS-5063,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,HS-5064,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,HS-5065,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,HS-5066,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,HS-6002,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,HS-70156A,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,HS-70156B,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,HS-7070,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,HS-7071,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,HS-7072,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,HS-7073,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,HS-7502,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,HS-8001,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,HS-8001A,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,HS-8001B,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,HS-8001C,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,HS-8001D,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,HS-80156A,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,HS-80156B,SIGNAL,,After Energization The control Room (Hold Sequence),
2000-04,IN,HV-3011(HV),Instrument(HV),,Hold (Matrial Shortage),
5000-02,IN,HY-5202-30,Instrument(X),,Hold (Reject By Calibration),
5000-02,IN,HY-5202-33,Instrument(X),,Hold (Reject By Calibration),
5000-02,IN,HY-5202-36,Instrument(X),,Hold (Reject By Calibration),
5000-02,IN,HY-5202-39,Instrument(X),,Hold (Reject By Calibration),
5000-02,IN,HY-5202-42,Instrument(X),,Hold (Reject By Calibration),
5000-02,IN,HY-5202-45,Instrument(X),,Hold (Reject By Calibration),
5000-02,IN,HY-5202-48,Instrument(X),,Hold (Reject By Calibration),
5000-02,IN,HY-5202-51,Instrument(X),,Hold (Reject By Calibration),
5000-02,IN,HY-5202-54,Instrument(X),,Hold (Reject By Calibration),
5000-02,IN,HY-5202-57,Instrument(X),,Hold (Reject By Calibration),
5000-02,IN,HY-5202-60,Instrument(X),,Hold (Reject By Calibration),
5000-02,IN,HY-5202-63,Instrument(X),,Hold (Reject By Calibration),
5000-02,IN,HY-5202-66,Instrument(X),,Hold (Reject By Calibration),
5000-02,IN,HY-5202-69,INSTRUMENT,,Hold (Reject By Calibration),
5000-02,IN,HY-5202-72,SIGNAL,,After Energization The control Room (Hold Sequence),
DCS-01,IN,JIAF-PK8401,JUNCTION BOX,,Hold (Matrial Shortage),
DCS-01,IN,JIVF-8401,JUNCTION BOX,,Hold (Matrial Shortage),
DCS-01,IN,JIXF-8401,JUNCTION BOX,,Hold (Matrial Shortage),
4000-04,IN,KE-70156A,Instrument(KE),,Not Permission (owner),
4000-04,IN,KE-70156B,Instrument(KE),,Not Permission (owner),
4000-04,IN,KE-70233,Instrument(KE),,Not Permission (owner),
4000-04,IN,KE-70252A,Instrument(KE),,Not Permission (owner),
4000-04,IN,KE-70252B,Instrument(KE),,Not Permission (owner),
4000-08,IN,KE-80175A,Instrument(KE),,Not Permission (owner),
4000-08,IN,KE-80175B,Instrument(KE),,Not Permission (owner),
4000-08,IN,KE-80219C,Instrument(KE),,Not Permission (owner),
4000-08,IN,KE-80219D,Instrument(KE),,Not Permission (owner),
4000-08,IN,KE-80236A,Instrument(KE),,Not Permission (owner),
4000-08,IN,KE-80236B,Instrument(KE),,Not Permission (owner),
4000-04,IN,KT-70156A,Instrument(KT),,Not Permission (owner),
4000-04,IN,KT-70156B,Instrument(KT),,Not Permission (owner),
4000-04,IN,KT-70233,Instrument(KT),,Not Permission (owner),
4000-04,IN,KT-70252A,Instrument(KT),,Not Permission (owner),
4000-04,IN,KT-70252B,Instrument(KT),,Not Permission (owner),
4000-08,IN,KT-80175A,Instrument(KT),,Not Permission (owner),
4000-08,IN,KT-80175B,Instrument(KT),,Not Permission (owner),
4000-08,IN,KT-80219C,Instrument(KT),,Not Permission (owner),
4000-08,IN,KT-80219D,Instrument(KT),,Not Permission (owner),
4000-08,IN,KT-80236A,Instrument(KT),,Not Permission (owner),
4000-08,IN,KT-80236B,Instrument(KT),,Not Permission (owner),
LS-02,EL,LAB-ELP-01,Panel,,Hold (Matrial Shortage),
HVAC-03,EL,LAB-HDP-01,Panel,,Hold (Matrial Shortage),
LS-01,EL,LAB-LP-01,Panel,,Hold (Matrial Shortage),
2000-04,IN,LG-2373,Instrument(LG),,Hold (Matrial Shortage),
2000-04,IN,LG-2374-1,Instrument(LG),,Hold (Matrial Shortage),
2000-04,IN,LG-2374-2,Instrument(LG),,Hold (Matrial Shortage),
3000-02,IN,LG-3043,Instrument(LG),,Hold (Matrial Shortage),
3000-02,IN,LG-3044-1,Instrument(LG),,Hold (Matrial Shortage),
3000-02,IN,LG-3044-2,Instrument(LG),,Hold (Matrial Shortage),
5000-02,IN,LG-5191,Instrument(LG),,Hold (Matrial Shortage),
5000-01,IN,LG-5232,Instrument(LG),,Hold (Matrial Shortage),
5000-01,IN,LG-5511,Instrument(LG),,Hold (Matrial Shortage),
5000-01,IN,LG-5516,Instrument(LG),,Hold (Matrial Shortage),
1000-03,IN,LG-6052,Instrument(LG),,Hold (Matrial Shortage),
4000-04,IN,LG-7162,Instrument(LG),,Hold (Matrial Shortage),
4000-04,IN,LG-7192,Instrument(LG),,Hold (Matrial Shortage),
4000-04,IN,LG-7212,Instrument(LG),,Hold (Matrial Shortage),
4000-08,IN,LG-8004,Instrument(LG),,Hold (Matrial Shortage),
4000-08,IN,LG-8006,Instrument(LG),,Hold (Matrial Shortage),
4000-08,IN,LG-8008,Instrument(LG),,Hold (Matrial Shortage),
4000-08,IN,LG-8010,Instrument(LG),,Hold (Matrial Shortage),
2000-04,IN,LI1-2373,Instrument(LI1),,Hold (Matrial Shortage),
3000-02,IN,LI1-3043,Instrument(LI1),,Hold (Matrial Shortage),
4000-06,IN,LI-7001-1(LI),Instrument(LI),,Hold (Matrial Shortage),
4000-06,IN,LI-7002-1(LI),Instrument(LI),,Hold (Matrial Shortage),
1000-03,IN,LI-7101-1(LI),Instrument(LI),,Hold (Matrial Shortage),
4000-06,IN,LI-7502-1,CABLE,,Hold (Matrial Shortage),
1000-04,IN,LT-10201,SIGNAL,,After Energization The control Room (Hold Sequence),
2000-04,IN,LT-2373(LT),Instrument(LT),,Hold (Matrial Shortage),
3000-02,IN,LT-3043(LT),Instrument(LT),,Hold (Matrial Shortage),
5000-01,IN,LT-5511(LT),Instrument(LT),,Hold (Matrial Shortage),
5000-01,IN,LT-5516(LT),Instrument(LT),,Hold (Matrial Shortage),
4000-06,IN,LT-7001(LT),Instrument(LT),,Hold (Matrial Shortage),
4000-06,IN,LT-7002(LT),Instrument(LT),,Hold (Matrial Shortage),
4000-06,IN,LT-7060(LT),Instrument(LT),,Hold (Matrial Shortage),
4000-06,IN,LT-7061(LT),Instrument(LT),,Hold (Matrial Shortage),
1000-03,IN,LT-7101(LT),Instrument(LT),,Hold (Matrial Shortage),
4000-04,IN,LT-7162(LT),Instrument(LT),,Hold (Matrial Shortage),
4000-04,IN,LT-7192(LT),Instrument(LT),,Hold (Matrial Shortage),
4000-04,IN,LT-7212(LT),Instrument(LT),,Hold (Matrial Shortage),
4000-06,IN,LT-7503(LT),Instrument(LT),,Hold (Matrial Shortage),
4000-06,IN,LT-7504(LT),Instrument(LT),,Hold (Matrial Shortage),
4000-06,IN,LT-7505(LT),Instrument(LT),,Hold (Matrial Shortage),
4000-06,IN,LT-7506(LT),Instrument(LT),,Hold (Matrial Shortage),
4000-08,IN,LT-8003(LT),Instrument(LT),,Hold (Matrial Shortage),
4000-08,IN,LT-8005(LT),Instrument(LT),,Hold (Matrial Shortage),
4000-08,IN,LT-8007(LT),Instrument(LT),,Hold (Matrial Shortage),
4000-08,IN,LT-8009(LT),Instrument(LT),,Hold (Matrial Shortage),
4000-09,IN,LT-84111,Instrument(LT),,Hold (Matrial Shortage),
4000-09,IN,LT-84112,Instrument(LT),,Hold (Matrial Shortage),
4000-06,IN,LT-8418(LT),Instrument(LT),,Hold (Matrial Shortage),
4000-06,IN,LT-8419(LT),Instrument(LT),,Hold (Matrial Shortage),
4000-06,IN,LV-7501(LV),Instrument(LV),,Hold (Matrial Shortage),
2000-04,IN,LY-2372A,SIGNAL,,After Energization The control Room (Hold Sequence),
2000-04,IN,LY-2372B,SIGNAL,,After Energization The control Room (Hold Sequence),
2000-04,IN,LY-2372C,SIGNAL,,After Energization The control Room (Hold Sequence),
2000-05,IN,LY-2474A,SIGNAL,,After Energization The control Room (Hold Sequence),
2000-05,IN,LY-2474B,SIGNAL,,After Energization The control Room (Hold Sequence),
2000-05,IN,LY-2474C,SIGNAL,,After Energization The control Room (Hold Sequence),
3000-02,IN,LY-3042A,SIGNAL,,After Energization The control Room (Hold Sequence),
3000-02,IN,LY-3042B,SIGNAL,,After Energization The control Room (Hold Sequence),
3000-02,IN,LY-3042C,SIGNAL,,After Energization The control Room (Hold Sequence),
3000-03,IN,LY-3161A,SIGNAL,,After Energization The control Room (Hold Sequence),
3000-03,IN,LY-3161B,SIGNAL,,After Energization The control Room (Hold Sequence),
3000-03,IN,LY-3161C,SIGNAL,,After Energization The control Room (Hold Sequence),
3000-03,IN,LY-3192A,SIGNAL,,After Energization The control Room (Hold Sequence),
3000-03,IN,LY-3192B,SIGNAL,,After Energization The control Room (Hold Sequence),
3000-03,IN,LY-3192C,SIGNAL,,After Energization The control Room (Hold Sequence),
1000-03,IN,LY-6051A,SIGNAL,,After Energization The control Room (Hold Sequence),
1000-03,IN,LY-6051B,SIGNAL,,After Energization The control Room (Hold Sequence),
1000-03,IN,LY-6051C,SIGNAL,,After Energization The control Room (Hold Sequence),
4000-04,IN,LY-7091A,SIGNAL,,After Energization The control Room (Hold Sequence),
4000-06,IN,LY-7091B,SIGNAL,,After Energization The control Room (Hold Sequence),
4000-06,IN,LY-7091C,SIGNAL,,After Energization The control Room (Hold Sequence),
4000-08,IN,LY-8001A,SIGNAL,,After Energization The control Room (Hold Sequence),
4000-08,IN,LY-8001B,SIGNAL,,After Energization The control Room (Hold Sequence),
4000-08,IN,LY-8001C,SIGNAL,,After Energization The control Room (Hold Sequence),
1000-01,IN,MOS-1001,SIGNAL,,After Energization The control Room (Hold Sequence),
4000-11,IN,MS-0001,I/O EL,,After Energization The control Room (Hold Sequence),
4000-11,IN,MS-0002,I/O EL,,After Energization The control Room (Hold Sequence),
4000-11,IN,MS-0013,I/O EL,,After Energization The control Room (Hold Sequence),
2000-02,IN,MS-20149,SIGNAL,,After Energization The control Room (Hold Sequence),
2000-02,IN,MS-20199,SIGNAL,,After Energization The control Room (Hold Sequence),
2000-02,IN,MS-2124R,SIGNAL,,After Energization The control Room (Hold Sequence),
2000-02,IN,MS-2159R,SIGNAL,,After Energization The control Room (Hold Sequence),
2000-04,IN,MS-2410,I/O EL,,After Energization The control Room (Hold Sequence),
2000-04,IN,MS-2414,I/O EL,,After Energization The control Room (Hold Sequence),
2000-05,IN,MS-2447,I/O EL,,After Energization The control Room (Hold Sequence),
2000-05,IN,MS-2451,I/O EL,,After Energization The control Room (Hold Sequence),
2000-05,IN,MS-2471-1,I/O EL,,After Energization The control Room (Hold Sequence),
2000-05,IN,MS-2471-10,I/O EL,,After Energization The control Room (Hold Sequence),
2000-05,IN,MS-2471-11,I/O EL,,After Energization The control Room (Hold Sequence),
2000-05,IN,MS-2471-12,I/O EL,,After Energization The control Room (Hold Sequence),
2000-05,IN,MS-2471-2,I/O EL,,After Energization The control Room (Hold Sequence),
2000-05,IN,MS-2471-3,I/O EL,,After Energization The control Room (Hold Sequence),
2000-05,IN,MS-2471-4,I/O EL,,After Energization The control Room (Hold Sequence),
2000-05,IN,MS-2471-5,I/O EL,,After Energization The control Room (Hold Sequence),
2000-05,IN,MS-2471-6,I/O EL,,After Energization The control Room (Hold Sequence),
2000-05,IN,MS-2471-7,I/O EL,,After Energization The control Room (Hold Sequence),
2000-05,IN,MS-2471-8,I/O EL,,After Energization The control Room (Hold Sequence),
2000-05,IN,MS-2471-9,I/O EL,,After Energization The control Room (Hold Sequence),
2000-05,IN,MS-2487,I/O EL,,After Energization The control Room (Hold Sequence),
2000-05,IN,MS-2491,I/O EL,,After Energization The control Room (Hold Sequence),
2000-06,IN,MS-25103A,I/O EL,,After Energization The control Room (Hold Sequence),
2000-06,IN,MS-25106,I/O EL,,After Energization The control Room (Hold Sequence),
2000-05,IN,MS-2577,I/O EL,,After Energization The control Room (Hold Sequence),
5000-01,IN,MS-3001,I/O EL,,After Energization The control Room (Hold Sequence),
3000-03,IN,MS-3141-1,I/O EL,,After Energization The control Room (Hold Sequence),
3000-03,IN,MS-3141-2,I/O EL,,After Energization The control Room (Hold Sequence),
3000-03,IN,MS-3141-3,I/O EL,,After Energization The control Room (Hold Sequence),
3000-03,IN,MS-3141-4,I/O EL,,After Energization The control Room (Hold Sequence),
3000-03,IN,MS-3141-5,I/O EL,,After Energization The control Room (Hold Sequence),
3000-03,IN,MS-3141-6,I/O EL,,After Energization The control Room (Hold Sequence),
3000-03,IN,MS-3141-7,I/O EL,,After Energization The control Room (Hold Sequence),
3000-03,IN,MS-3141-8,I/O EL,,After Energization The control Room (Hold Sequence),
3000-03,IN,MS-3144-1,I/O EL,,After Energization The control Room (Hold Sequence),
3000-03,IN,MS-3144-2,I/O EL,,After Energization The control Room (Hold Sequence),
3000-03,IN,MS-3144-3,I/O EL,,After Energization The control Room (Hold Sequence),
3000-03,IN,MS-3144-4,I/O EL,,After Energization The control Room (Hold Sequence),
3000-03,IN,MS-3144-5,I/O EL,,After Energization The control Room (Hold Sequence),
3000-03,IN,MS-3144-6,I/O EL,,After Energization The control Room (Hold Sequence),
3000-03,IN,MS-3144-7,I/O EL,,After Energization The control Room (Hold Sequence),
3000-03,IN,MS-3144-8,I/O EL,,After Energization The control Room (Hold Sequence),
3000-03,IN,MS-3147-1,I/O EL,,After Energization The control Room (Hold Sequence),
3000-03,IN,MS-3147-2,I/O EL,,After Energization The control Room (Hold Sequence),
3000-03,IN,MS-3147-3,I/O EL,,After Energization The control Room (Hold Sequence),
3000-03,IN,MS-3147-4,I/O EL,,After Energization The control Room (Hold Sequence),
3000-03,IN,MS-3147-5,I/O EL,,After Energization The control Room (Hold Sequence),
3000-03,IN,MS-3147-6,I/O EL,,After Energization The control Room (Hold Sequence),
3000-03,IN,MS-3147-7,I/O EL,,After Energization The control Room (Hold Sequence),
3000-03,IN,MS-3147-8,I/O EL,,After Energization The control Room (Hold Sequence),
5000-01,IN,MS-5013,I/O EL,,After Energization The control Room (Hold Sequence),
5000-01,IN,MS-5017,I/O EL,,After Energization The control Room (Hold Sequence),
5000-01,IN,MS-5070A,I/O EL,,After Energization The control Room (Hold Sequence),
5000-01,IN,MS-5070B,I/O EL,,After Energization The control Room (Hold Sequence),
4000-04,IN,MS-5077,I/O EL,,After Energization The control Room (Hold Sequence),
4000-04,IN,MS-5081,I/O EL,,After Energization The control Room (Hold Sequence),
5000-01,IN,MS-5092-1,I/O EL,,After Energization The control Room (Hold Sequence),
5000-01,IN,MS-5092-10,I/O EL,,After Energization The control Room (Hold Sequence),
5000-01,IN,MS-5092-11,I/O EL,,After Energization The control Room (Hold Sequence),
5000-01,IN,MS-5092-12,I/O EL,,After Energization The control Room (Hold Sequence),
5000-01,IN,MS-5092-2,I/O EL,,After Energization The control Room (Hold Sequence),
5000-01,IN,MS-5092-3,I/O EL,,After Energization The control Room (Hold Sequence),
5000-01,IN,MS-5092-4,I/O EL,,After Energization The control Room (Hold Sequence),
5000-01,IN,MS-5092-5,I/O EL,,After Energization The control Room (Hold Sequence),
5000-01,IN,MS-5092-6,I/O EL,,After Energization The control Room (Hold Sequence),
5000-01,IN,MS-5092-7,I/O EL,,After Energization The control Room (Hold Sequence),
5000-01,IN,MS-5092-8,I/O EL,,After Energization The control Room (Hold Sequence),
5000-01,IN,MS-5092-9,I/O EL,,After Energization The control Room (Hold Sequence),
5000-01,IN,MS-5101,I/O EL,,After Energization The control Room (Hold Sequence),
5000-01,IN,MS-5105,I/O EL,,After Energization The control Room (Hold Sequence),
5000-01,IN,MS-5133,I/O EL,,After Energization The control Room (Hold Sequence),
5000-01,IN,MS-5137,I/O EL,,After Energization The control Room (Hold Sequence),
5000-02,IN,MS-5201-1,I/O EL,,After Energization The control Room (Hold Sequence),
5000-02,IN,MS-5201-10,I/O EL,,After Energization The control Room (Hold Sequence),
5000-02,IN,MS-5201-11,I/O EL,,After Energization The control Room (Hold Sequence),
5000-02,IN,MS-5201-12,I/O EL,,After Energization The control Room (Hold Sequence),
5000-02,IN,MS-5201-13,I/O EL,,After Energization The control Room (Hold Sequence),
5000-02,IN,MS-5201-14,I/O EL,,After Energization The control Room (Hold Sequence),
5000-02,IN,MS-5201-15,I/O EL,,After Energization The control Room (Hold Sequence),
5000-02,IN,MS-5201-16,I/O EL,,After Energization The control Room (Hold Sequence),
5000-02,IN,MS-5201-17,I/O EL,,After Energization The control Room (Hold Sequence),
5000-02,IN,MS-5201-18,I/O EL,,After Energization The control Room (Hold Sequence),
5000-02,IN,MS-5201-19,I/O EL,,After Energization The control Room (Hold Sequence),
5000-02,IN,MS-5201-2,I/O EL,,After Energization The control Room (Hold Sequence),
5000-02,IN,MS-5201-20,I/O EL,,After Energization The control Room (Hold Sequence),
5000-02,IN,MS-5201-21,I/O EL,,After Energization The control Room (Hold Sequence),
5000-02,IN,MS-5201-22,I/O EL,,After Energization The control Room (Hold Sequence),
5000-02,IN,MS-5201-23,I/O EL,,After Energization The control Room (Hold Sequence),
5000-02,IN,MS-5201-24,I/O EL,,After Energization The control Room (Hold Sequence),
5000-02,IN,MS-5201-25,I/O EL,,After Energization The control Room (Hold Sequence),
5000-02,IN,MS-5201-26,I/O EL,,After Energization The control Room (Hold Sequence),
